bag,flipper,gait,run,axis,samples,raw_min,raw_max,clean_min,clean_max,clean_p0_5,clean_p99_5,average_interval_source,average_duration_s,clean_abs_mean,clean_abs_impulse_ns,clean_abs_p99_5,clean_abs_max,max_to_p99_5_ratio,abs_peak_time_s
rib_flipper_vansh_experimental_sinusoidalYaw_7_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,7,Fx,87460,-5.38626766204834,5.410545349121094,-4.255685806274414,3.577056646347046,-4.242266654968262,3.577056646347046,servo_activity,8.400230646133423,1.7429715352503614,14.641362905748307,4.242266654968262,4.255685806274414,1.0031632031641473,5.590700387954712
rib_flipper_vansh_experimental_sinusoidalYaw_7_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,7,Fy,87460,-8.975876808166504,7.526257514953613,-7.08014440536499,6.8517022132873535,-7.08014440536499,6.777620441913605,servo_activity,8.400230646133423,3.4264936815049722,28.783337232160605,7.08014440536499,7.08014440536499,1.0,3.8573951721191406
rib_flipper_vansh_experimental_sinusoidalYaw_7_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,7,Fz,87460,-9.264396667480469,6.9894256591796875,-4.215980052947998,1.9836965799331665,-4.2150444984436035,1.974226713180542,servo_activity,8.400230646133423,1.5397035882829677,12.933865268256184,4.2150444984436035,4.215980052947998,1.0002219560208059,3.400338888168335
rib_flipper_vansh_experimental_sinusoidalYaw_7_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,7,Net,87460,0.05263224244117737,10.13336181640625,0.09534816594008988,7.882484607156341,0.23392582775170684,7.859223704088447,servo_activity,8.400230646133423,4.485275156968377,37.677345829906656,7.859223704088447,7.882484607156341,1.0029596947413257,5.879225254058838
rib_flipper_vansh_experimental_sinusoidalYaw_8_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,8,Fx,55180,-4.240972995758057,9.060543060302734,-3.535151720046997,7.598906993865967,-3.5257205963134766,7.598906993865967,servo_activity,5.301360607147217,2.375730117175236,12.594602056406039,7.598906993865967,7.598906993865967,1.0,5.901726245880127
rib_flipper_vansh_experimental_sinusoidalYaw_8_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,8,Fy,55180,-22.60342788696289,7.7961297035217285,-21.088096618652344,6.774326801300049,-21.088096618652344,6.766483306884766,servo_activity,5.301360607147217,6.345072958089431,33.63751982949037,21.088096618652344,21.088096618652344,1.0,8.356000661849976
rib_flipper_vansh_experimental_sinusoidalYaw_8_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,8,Fz,55180,-15.22202205657959,4.472823143005371,-14.20721435546875,2.168977975845337,-14.20721435546875,2.166179895401001,servo_activity,5.301360607147217,2.84267659247044,15.070053706182271,14.20721435546875,14.20721435546875,1.0,8.237634420394897
rib_flipper_vansh_experimental_sinusoidalYaw_8_rib_flipper.bag,rib_flipper,experimental_sinusoidalYaw,8,Net,55180,0.04187403991818428,26.404829025268555,0.3112593031397301,25.42665803071053,0.45101335479220284,25.274083943144287,servo_activity,5.301360607147217,7.812407088810736,41.4163871876189,25.274083943144287,25.42665803071053,1.0060367801226533,8.356000661849976
rib_flipper_vansh_yawPower_1_rib_flipper.bag,rib_flipper,yawPower,1,Fx,56560,-5.037533760070801,2.8111634254455566,-1.480051040649414,0.8062838315963745,-1.4575706720352173,0.7465461492538452,servo_activity,5.294384717941284,0.3909919597528101,2.0700618565531914,1.4575706720352173,1.480051040649414,1.0154231757303454,0.493196964263916
rib_flipper_vansh_yawPower_1_rib_flipper.bag,rib_flipper,yawPower,1,Fy,56560,-7.239081382751465,7.371625900268555,-6.075747966766357,6.685563564300537,-6.060248832702637,6.662755117416386,servo_activity,5.294384717941284,3.412225463919418,18.065634350345075,6.662755117416386,6.685563564300537,1.0034232755792765,5.672752857208252
